trade_num,trade_date,day_of_week,side,entry_time,exit_time,entry_price,exit_price,pts,pnl_dollar,cumulative_pnl,exit_reason,bars_held,mfe_pts,mae_pts,strategy,win,vix_open,vix_high,vix_low,vix_close,vix_pdh,vix_pdl,vix_prev_close,vix_pct_change,es_open,es_high,es_low,es_close,es_prev_close,es_pct_change,vix_regime,vix_intraday,pct_regime,vix_intraday_dir,vix_dod_dir,vix_momentum,vix_q,vix_combo
14,2025-02-28,Friday,long,2025-02-28 16:51:00+00:00,2025-02-28T17:50:00+00:00,5902.5,5866.25,-36.25,-183.75,-107.5,SL,59,4.5,39.5,MES_V2,False,21.209999084472656,22.399999618530273,19.049999237060547,19.6299991607666,21.469999313354492,17.670000076293945,21.1299991607666,-7.098911782188544,5883.0,5971.0,5848.0,5963.25,5876.25,1.4805360561582548,VIX neutral,VIX touched PDH (bearish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),Mid VIX,VIX down + Mid VIX
15,2025-02-28,Friday,short,2025-02-28 19:01:00+00:00,2025-02-28T19:52:00+00:00,5868.25,5905.5,-37.25,-188.75,-296.25,SL,51,3.75,37.75,MES_V2,False,21.209999084472656,22.399999618530273,19.049999237060547,19.6299991607666,21.469999313354492,17.670000076293945,21.1299991607666,-7.098911782188544,5883.0,5971.0,5848.0,5963.25,5876.25,1.4805360561582548,VIX neutral,VIX touched PDH (bearish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),Mid VIX,VIX down + Mid VIX
16,2025-03-03,Monday,short,2025-03-03 15:41:00+00:00,2025-03-03T16:38:00+00:00,5961.0,5941.25,19.75,96.25,-200.0,TP,57,23.25,13.5,MES_V2,True,19.829999923706055,24.309999465942383,19.25,22.780000686645508,22.399999618530273,19.049999237060547,19.6299991607666,16.046875499488777,5967.5,6000.5,5821.75,5860.75,5963.25,-1.7188613591581747,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
17,2025-03-03,Monday,short,2025-03-03 19:51:00+00:00,2025-03-03T19:53:00+00:00,5911.75,5891.0,20.75,101.25,-98.75,TP,2,26.75,1.5,MES_V2,True,19.829999923706055,24.309999465942383,19.25,22.780000686645508,22.399999618530273,19.049999237060547,19.6299991607666,16.046875499488777,5967.5,6000.5,5821.75,5860.75,5963.25,-1.7188613591581747,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
18,2025-03-04,Tuesday,long,2025-03-04 17:16:00+00:00,2025-03-04T18:11:00+00:00,5788.0,5814.75,26.75,131.25,32.5,TP,55,28.0,7.0,MES_V2,True,22.959999084472656,26.350000381469727,21.709999084472656,23.510000228881836,24.309999465942383,19.25,22.780000686645508,3.2045633021612785,5874.0,5884.0,5744.0,5789.5,5860.75,-1.2157147122808465,VIX neutral,VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),High VIX,VIX up + High VIX
19,2025-03-04,Tuesday,long,2025-03-04 18:36:00+00:00,2025-03-04T18:57:00+00:00,5802.25,5825.75,23.5,115.0,147.5,TP,21,25.0,3.0,MES_V2,True,22.959999084472656,26.350000381469727,21.709999084472656,23.510000228881836,24.309999465942383,19.25,22.780000686645508,3.2045633021612785,5874.0,5884.0,5744.0,5789.5,5860.75,-1.2157147122808465,VIX neutral,VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),High VIX,VIX up + High VIX
20,2025-03-04,Tuesday,short,2025-03-04 20:41:00+00:00,2025-03-04T20:42:00+00:00,5814.5,5817.0,-2.5,-15.0,132.5,EOD,1,4.25,4.75,MES_V2,False,22.959999084472656,26.350000381469727,21.709999084472656,23.510000228881836,24.309999465942383,19.25,22.780000686645508,3.2045633021612785,5874.0,5884.0,5744.0,5789.5,5860.75,-1.2157147122808465,VIX neutral,VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),High VIX,VIX up + High VIX
21,2025-03-05,Wednesday,short,2025-03-05 15:26:00+00:00,2025-03-05T16:12:00+00:00,5783.75,5761.75,22.0,107.5,240.0,TP,46,25.5,20.75,MES_V2,True,23.030000686645508,24.84000015258789,21.3700008392334,21.93000030517578,26.350000381469727,21.709999084472656,23.510000228881836,-6.720544059225652,5832.0,5869.5,5750.75,5851.25,5789.5,1.066586060972452,VIX neutral,VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
22,2025-03-05,Wednesday,long,2025-03-05 18:16:00+00:00,2025-03-05T19:03:00+00:00,5818.0,5839.5,21.5,105.0,345.0,TP,47,25.0,18.75,MES_V2,True,23.030000686645508,24.84000015258789,21.3700008392334,21.93000030517578,26.350000381469727,21.709999084472656,23.510000228881836,-6.720544059225652,5832.0,5869.5,5750.75,5851.25,5789.5,1.066586060972452,VIX neutral,VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
23,2025-03-05,Wednesday,long,2025-03-05 20:31:00+00:00,2025-03-05T20:32:00+00:00,5853.25,5851.75,-1.5,-10.0,335.0,EOD,1,5.25,2.5,MES_V2,False,23.030000686645508,24.84000015258789,21.3700008392334,21.93000030517578,26.350000381469727,21.709999084472656,23.510000228881836,-6.720544059225652,5832.0,5869.5,5750.75,5851.25,5789.5,1.066586060972452,VIX neutral,VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
24,2025-03-06,Thursday,long,2025-03-06 16:01:00+00:00,2025-03-06T16:52:00+00:00,5810.25,5774.0,-36.25,-183.75,151.25,SL,51,11.0,40.25,MES_V2,False,22.600000381469727,25.920000076293945,22.389999389648438,24.8700008392334,24.84000015258789,21.3700008392334,21.93000030517578,13.406294998380531,5844.75,5853.5,5720.0,5746.25,5851.25,-1.7944883571886394,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
25,2025-03-06,Thursday,short,2025-03-06 18:31:00+00:00,2025-03-06T18:41:00+00:00,5746.5,5726.75,19.75,96.25,247.5,TP,10,21.75,3.75,MES_V2,True,22.600000381469727,25.920000076293945,22.389999389648438,24.8700008392334,24.84000015258789,21.3700008392334,21.93000030517578,13.406294998380531,5844.75,5853.5,5720.0,5746.25,5851.25,-1.7944883571886394,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
26,2025-03-06,Thursday,short,2025-03-06 20:01:00+00:00,2025-03-06T20:30:00+00:00,5733.5,5750.75,-17.25,-88.75,158.75,EOD,29,3.0,21.75,MES_V2,False,22.600000381469727,25.920000076293945,22.389999389648438,24.8700008392334,24.84000015258789,21.3700008392334,21.93000030517578,13.406294998380531,5844.75,5853.5,5720.0,5746.25,5851.25,-1.7944883571886394,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
27,2025-03-07,Friday,long,2025-03-07 15:06:00+00:00,2025-03-07T15:32:00+00:00,5763.25,5726.0,-37.25,-188.75,-30.0,SL,26,4.5,51.0,MES_V2,False,24.850000381469727,26.559999465942383,23.09000015258789,23.3700008392334,25.920000076293945,22.389999389648438,24.8700008392334,-6.0313628845307115,5766.0,5791.0,5673.0,5776.0,5746.25,0.5177289536654417,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
28,2025-03-07,Friday,short,2025-03-07 15:57:00+00:00,2025-03-07T16:21:00+00:00,5727.0,5706.75,20.25,98.75,68.75,TP,24,25.0,2.75,MES_V2,True,24.850000381469727,26.559999465942383,23.09000015258789,23.3700008392334,25.920000076293945,22.389999389648438,24.8700008392334,-6.0313628845307115,5766.0,5791.0,5673.0,5776.0,5746.25,0.5177289536654417,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
29,2025-03-07,Friday,long,2025-03-07 18:08:00+00:00,2025-03-07T19:01:00+00:00,5749.75,5772.0,22.25,108.75,177.5,TP,53,27.25,15.0,MES_V2,True,24.850000381469727,26.559999465942383,23.09000015258789,23.3700008392334,25.920000076293945,22.389999389648438,24.8700008392334,-6.0313628845307115,5766.0,5791.0,5673.0,5776.0,5746.25,0.5177289536654417,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
30,2025-03-07,Friday,long,2025-03-07 19:56:00+00:00,2025-03-07T20:30:00+00:00,5770.25,5779.75,9.5,45.0,222.5,EOD,34,14.25,7.75,MES_V2,True,24.850000381469727,26.559999465942383,23.09000015258789,23.3700008392334,25.920000076293945,22.389999389648438,24.8700008392334,-6.0313628845307115,5766.0,5791.0,5673.0,5776.0,5746.25,0.5177289536654417,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
31,2025-03-10,Monday,short,2025-03-10 14:00:00+00:00,2025-03-10T14:33:00+00:00,5689.5,5668.0,21.5,105.0,327.5,TP,33,26.25,0.0,MES_V2,True,24.700000762939453,29.559999465942383,24.68000030517578,27.860000610351562,26.559999465942383,23.09000015258789,23.3700008392334,19.212664141545012,5753.0,5757.75,5571.5,5620.75,5776.0,-2.687846260387816,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
32,2025-03-10,Monday,short,2025-03-10 15:16:00+00:00,2025-03-10T16:19:00+00:00,5666.5,5646.5,20.0,97.5,425.0,TP,63,22.5,15.5,MES_V2,True,24.700000762939453,29.559999465942383,24.68000030517578,27.860000610351562,26.559999465942383,23.09000015258789,23.3700008392334,19.212664141545012,5753.0,5757.75,5571.5,5620.75,5776.0,-2.687846260387816,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
33,2025-03-11,Tuesday,short,2025-03-11 14:16:00+00:00,2025-03-11T14:26:00+00:00,5599.75,5578.25,21.5,105.0,530.0,TP,10,23.25,4.5,MES_V2,True,27.940000534057617,29.56999969482422,26.18000030517578,26.920000076293945,29.559999465942383,24.68000030517578,27.860000610351562,-3.374014764767641,5622.0,5651.75,5534.0,5577.0,5620.75,-0.7783658764399792,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX down + High VIX
34,2025-03-11,Tuesday,short,2025-03-11 16:41:00+00:00,2025-03-11T17:22:00+00:00,5566.25,5544.25,22.0,107.5,637.5,TP,41,28.25,14.5,MES_V2,True,27.940000534057617,29.56999969482422,26.18000030517578,26.920000076293945,29.559999465942383,24.68000030517578,27.860000610351562,-3.374014764767641,5622.0,5651.75,5534.0,5577.0,5620.75,-0.7783658764399792,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX down + High VIX
35,2025-03-11,Tuesday,long,2025-03-11 19:31:00+00:00,2025-03-11T19:32:00+00:00,5608.5,5614.5,6.0,27.5,665.0,EOD,1,7.25,2.75,MES_V2,True,27.940000534057617,29.56999969482422,26.18000030517578,26.920000076293945,29.559999465942383,24.68000030517578,27.860000610351562,-3.374014764767641,5622.0,5651.75,5534.0,5577.0,5620.75,-0.7783658764399792,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX down + High VIX
36,2025-03-12,Wednesday,long,2025-03-12 16:51:00+00:00,2025-03-12T19:30:00+00:00,5622.0,5613.75,-8.25,-43.75,621.25,EOD,159,11.0,30.5,MES_V2,False,26.8799991607666,26.90999984741211,23.889999389648438,24.229999542236328,29.56999969482422,26.18000030517578,26.920000076293945,-9.992572535044165,5580.0,5675.0,5550.25,5604.75,5577.0,0.4975793437331788,VIX < PDL (bullish),VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
37,2025-03-13,Thursday,short,2025-03-13 14:41:00+00:00,2025-03-13T15:28:00+00:00,5576.0,5555.0,21.0,102.5,723.75,TP,47,22.5,10.75,MES_V2,True,24.920000076293945,26.1299991607666,23.459999084472656,24.65999984741211,26.90999984741211,23.889999389648438,24.229999542236328,1.7746608060236646,5596.5,5623.0,5509.25,5527.5,5604.75,-1.37829519603907,VIX neutral,VIX touched PDL (bullish),"Normal bear (ES-, VIX+)",VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),High VIX,VIX down + High VIX
38,2025-03-13,Thursday,short,2025-03-13 16:46:00+00:00,2025-03-13T17:19:00+00:00,5540.0,5518.5,21.5,105.0,828.75,TP,33,24.5,6.25,MES_V2,True,24.920000076293945,26.1299991607666,23.459999084472656,24.65999984741211,26.90999984741211,23.889999389648438,24.229999542236328,1.7746608060236646,5596.5,5623.0,5509.25,5527.5,5604.75,-1.37829519603907,VIX neutral,VIX touched PDL (bullish),"Normal bear (ES-, VIX+)",VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),High VIX,VIX down + High VIX
39,2025-03-14,Friday,long,2025-03-14 14:41:00+00:00,2025-03-14T15:02:00+00:00,5596.0,5616.25,20.25,98.75,927.5,TP,21,24.0,6.25,MES_V2,True,24.350000381469727,24.360000610351562,21.479999542236328,21.770000457763672,26.1299991607666,23.459999084472656,24.65999984741211,-11.719381214642311,5540.0,5648.75,5538.75,5640.0,5527.5,2.0352781546811416,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
40,2025-03-14,Friday,long,2025-03-14 16:26:00+00:00,2025-03-14T19:30:00+00:00,5620.5,5631.25,10.75,51.25,978.75,EOD,184,18.25,9.75,MES_V2,True,24.350000381469727,24.360000610351562,21.479999542236328,21.770000457763672,26.1299991607666,23.459999084472656,24.65999984741211,-11.719381214642311,5540.0,5648.75,5538.75,5640.0,5527.5,2.0352781546811416,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
41,2025-03-17,Monday,long,2025-03-17 14:41:00+00:00,2025-03-17T17:54:00+00:00,5663.25,5683.25,20.0,97.5,1076.25,TP,193,21.0,25.5,MES_V2,True,22.889999389648438,22.950000762939453,20.31999969482422,20.510000228881836,24.360000610351562,21.479999542236328,21.770000457763672,-5.78778228014456,5626.75,5707.5,5599.0,5680.25,5640.0,0.7136524822695112,VIX < PDL (bullish),VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
42,2025-03-18,Tuesday,short,2025-03-18 16:46:00+00:00,2025-03-18T19:30:00+00:00,5612.0,5618.5,-6.5,-35.0,1041.25,EOD,164,10.75,19.25,MES_V2,False,20.829999923706055,22.56999969482422,20.40999984741211,21.700000762939453,22.950000762939453,20.31999969482422,20.510000228881836,5.802050320710772,5680.0,5686.25,5600.0,5618.0,5680.25,-1.0959024690814667,VIX neutral,VIX inside range,"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
43,2025-03-19,Wednesday,long,2025-03-19 14:51:00+00:00,2025-03-19T15:53:00+00:00,5648.5,5669.25,20.75,101.25,1142.5,TP,62,22.0,6.75,MES_V2,True,21.84000015258789,22.100000381469727,19.420000076293945,19.899999618530273,22.56999969482422,20.40999984741211,21.700000762939453,-8.29493585771356,5618.5,5718.5,5606.25,5678.5,5618.0,1.0768956924172235,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),Mid VIX,VIX down + Mid VIX
44,2025-03-19,Wednesday,long,2025-03-19 16:56:00+00:00,2025-03-19T18:53:00+00:00,5661.75,5683.25,21.5,105.0,1247.5,TP,117,28.75,31.75,MES_V2,True,21.84000015258789,22.100000381469727,19.420000076293945,19.899999618530273,22.56999969482422,20.40999984741211,21.700000762939453,-8.29493585771356,5618.5,5718.5,5606.25,5678.5,5618.0,1.0768956924172235,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),Mid VIX,VIX down + Mid VIX
45,2025-03-19,Wednesday,long,2025-03-19 19:36:00+00:00,2025-03-19T19:37:00+00:00,5682.75,5692.25,9.5,45.0,1292.5,EOD,1,9.5,0.75,MES_V2,True,21.84000015258789,22.100000381469727,19.420000076293945,19.899999618530273,22.56999969482422,20.40999984741211,21.700000762939453,-8.29493585771356,5618.5,5718.5,5606.25,5678.5,5618.0,1.0768956924172235,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),Mid VIX,VIX down + Mid VIX
46,2025-03-20,Thursday,short,2025-03-20 16:11:00+00:00,2025-03-20T17:27:00+00:00,5683.0,5660.75,22.25,108.75,1401.25,TP,76,26.25,5.75,MES_V2,True,19.520000457763672,21.170000076293945,19.299999237060547,19.799999237060547,22.100000381469727,19.420000076293945,19.899999618530273,-0.5025144893802347,5680.0,5714.25,5631.5,5662.5,5678.5,-0.2817645504974875,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX falling (close<prev),VIX drifting down (0-5%),Mid VIX,VIX up + Mid VIX
47,2025-03-20,Thursday,short,2025-03-20 19:01:00+00:00,2025-03-20T19:30:00+00:00,5659.75,5660.75,-1.0,-7.5,1393.75,EOD,29,7.75,11.5,MES_V2,False,19.520000457763672,21.170000076293945,19.299999237060547,19.799999237060547,22.100000381469727,19.420000076293945,19.899999618530273,-0.5025144893802347,5680.0,5714.25,5631.5,5662.5,5678.5,-0.2817645504974875,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX falling (close<prev),VIX drifting down (0-5%),Mid VIX,VIX up + Mid VIX
48,2025-03-24,Monday,long,2025-03-24 15:46:00+00:00,2025-03-24T19:30:00+00:00,5809.0,5813.0,4.0,17.5,1411.25,EOD,224,10.25,14.0,MES_V2,True,19.1299991607666,19.139999389648438,17.459999084472656,17.479999542236328,21.139999389648438,19.149999618530273,19.280000686645508,-9.336105188294773,5740.0,5825.5,5739.0,5815.5,5617.7998046875,3.5191748048326366,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),Mid VIX,VIX down + Mid VIX
49,2025-03-25,Tuesday,long,2025-03-25 15:26:00+00:00,2025-03-25T19:30:00+00:00,5832.75,5816.25,-16.5,-85.0,1326.25,EOD,244,0.25,24.25,MES_V2,False,17.579999923706055,17.770000457763672,17.020000457763672,17.149999618530273,19.139999389648438,17.459999084472656,17.479999542236328,-1.8878714665219953,5813.0,5837.25,5802.25,5826.5,5815.5,0.18914968618346517,VIX < PDL (bullish),VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),Mid VIX,VIX down + Mid VIX
50,2025-03-26,Wednesday,short,2025-03-26 15:16:00+00:00,2025-03-26T15:52:00+00:00,5806.5,5786.0,20.5,100.0,1426.25,TP,36,26.0,0.75,MES_V2,True,17.229999542236328,19.06999969482422,16.969999313354492,18.329999923706055,17.770000457763672,17.020000457763672,17.149999618530273,6.880468404796991,5831.0,5836.5,5743.0,5759.5,5826.5,-1.149918475928946,VIX > PDH (bearish),VIX wide range (both),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),Mid VIX,VIX up + Mid VIX
51,2025-03-26,Wednesday,short,2025-03-26 18:36:00+00:00,2025-03-26T19:30:00+00:00,5759.25,5750.0,9.25,43.75,1470.0,EOD,54,16.25,1.75,MES_V2,True,17.229999542236328,19.06999969482422,16.969999313354492,18.329999923706055,17.770000457763672,17.020000457763672,17.149999618530273,6.880468404796991,5831.0,5836.5,5743.0,5759.5,5826.5,-1.149918475928946,VIX > PDH (bearish),VIX wide range (both),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),Mid VIX,VIX up + Mid VIX
52,2025-03-27,Thursday,short,2025-03-27 17:21:00+00:00,2025-03-27T19:30:00+00:00,5748.25,5762.25,-14.0,-72.5,1397.5,EOD,129,13.75,23.0,MES_V2,False,18.360000610351562,19.280000686645508,17.950000762939453,18.690000534057617,19.06999969482422,16.969999313354492,18.329999923706055,1.9639967913255507,5737.25,5779.75,5720.0,5739.25,5759.5,-0.35159302022744754,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Mid VIX,VIX up + Mid VIX
53,2025-03-28,Friday,short,2025-03-28 18:06:00+00:00,2025-03-28T19:30:00+00:00,5628.75,5624.0,4.75,21.25,1418.75,EOD,84,9.5,7.75,MES_V2,True,19.079999923706055,22.18000030517578,18.920000076293945,21.649999618530273,19.280000686645508,17.950000762939453,18.690000534057617,15.837340823392898,5741.75,5747.75,5602.25,5623.0,5739.25,-2.025525983360199,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
54,2025-03-31,Monday,long,2025-03-31 14:36:00+00:00,2025-03-31T15:40:00+00:00,5580.0,5600.25,20.25,98.75,1517.5,TP,64,23.5,9.25,MES_V2,True,24.110000610351562,24.799999237060547,21.670000076293945,22.280000686645508,22.18000030517578,18.920000076293945,21.649999618530273,2.9099357007656312,5590.0,5672.75,5533.75,5653.25,5623.0,0.5379690556642336,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),High VIX,VIX down + High VIX
55,2025-03-31,Monday,long,2025-03-31 17:06:00+00:00,2025-03-31T18:10:00+00:00,5607.0,5627.75,20.75,101.25,1618.75,TP,64,27.0,14.75,MES_V2,True,24.110000610351562,24.799999237060547,21.670000076293945,22.280000686645508,22.18000030517578,18.920000076293945,21.649999618530273,2.9099357007656312,5590.0,5672.75,5533.75,5653.25,5623.0,0.5379690556642336,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),High VIX,VIX down + High VIX
56,2025-04-01,Tuesday,short,2025-04-01 14:06:00+00:00,2025-04-01T14:14:00+00:00,5629.25,5607.5,21.75,106.25,1725.0,TP,8,23.25,0.75,MES_V2,True,22.059999465942383,23.520000457763672,21.579999923706055,21.770000457763672,24.799999237060547,21.670000076293945,22.280000686645508,-2.289049430718948,5644.25,5694.75,5600.25,5674.5,5653.25,0.37588997479325315,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX down + High VIX
57,2025-04-01,Tuesday,short,2025-04-01 17:46:00+00:00,2025-04-01T18:08:00+00:00,5660.5,5639.25,21.25,103.75,1828.75,TP,22,23.25,7.0,MES_V2,True,22.059999465942383,23.520000457763672,21.579999923706055,21.770000457763672,24.799999237060547,21.670000076293945,22.280000686645508,-2.289049430718948,5644.25,5694.75,5600.25,5674.5,5653.25,0.37588997479325315,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX down + High VIX
58,2025-04-01,Tuesday,long,2025-04-01 19:38:00+00:00,2025-04-01T19:39:00+00:00,5659.5,5661.0,1.5,5.0,1833.75,EOD,1,4.25,3.0,MES_V2,True,22.059999465942383,23.520000457763672,21.579999923706055,21.770000457763672,24.799999237060547,21.670000076293945,22.280000686645508,-2.289049430718948,5644.25,5694.75,5600.25,5674.5,5653.25,0.37588997479325315,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX down + High VIX
59,2025-04-02,Wednesday,long,2025-04-02 16:01:00+00:00,2025-04-02T16:30:00+00:00,5687.5,5707.75,20.25,98.75,1932.5,TP,29,21.0,1.75,MES_V2,True,22.299999237060547,23.65999984741211,20.68000030517578,21.510000228881836,23.520000457763672,21.579999923706055,21.770000457763672,-1.1943051144452932,5672.0,5773.25,5566.25,5712.25,5674.5,0.6652568508238588,VIX < PDL (bullish),VIX wide range (both),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX down + High VIX
60,2025-04-03,Thursday,short,2025-04-03 14:06:00+00:00,2025-04-03T14:46:00+00:00,5496.75,5472.5,24.25,118.75,2051.25,TP,40,25.25,3.5,MES_V2,True,26.3799991607666,30.020000457763672,24.93000030517578,30.020000457763672,23.65999984741211,20.68000030517578,21.510000228881836,39.562994599392496,5550.5,5564.75,5415.25,5432.75,5712.25,-4.892993128802137,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
61,2025-04-03,Thursday,long,2025-04-03 15:41:00+00:00,2025-04-03T16:20:00+00:00,5495.75,5516.0,20.25,98.75,2150.0,TP,39,21.75,15.5,MES_V2,True,26.3799991607666,30.020000457763672,24.93000030517578,30.020000457763672,23.65999984741211,20.68000030517578,21.510000228881836,39.562994599392496,5550.5,5564.75,5415.25,5432.75,5712.25,-4.892993128802137,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
62,2025-04-03,Thursday,long,2025-04-03 16:46:00+00:00,2025-04-03T18:15:00+00:00,5503.5,5467.5,-36.0,-182.5,1967.5,SL,89,7.5,36.75,MES_V2,False,26.3799991607666,30.020000457763672,24.93000030517578,30.020000457763672,23.65999984741211,20.68000030517578,21.510000228881836,39.562994599392496,5550.5,5564.75,5415.25,5432.75,5712.25,-4.892993128802137,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
